project_id,canonical_project_code,canonical_project_name,canonical_agency,canonical_state,canonical_sector,first_report_date,last_report_date,observation_count,identity_confidence
PRJ_NAME_1350aaa1fe70be24,,Jafrabad-Utratia Phase-II,,,RAILWAYS,2007-11,2008-08,10,PROVISIONAL
PRJ_NAME_13562833e1a68ec0,,HOSUR-KRISHNAGIRI (GQ) KM.48.6-KM.94.0 (NH-7),,,ROAD TRANSPORT & HIGHWAYS,2002-06,2003-12,19,PROVISIONAL
PRJ_NAME_1377b9f20d3e396d,,"BARACHATTI-GORHAR (GQ) KM.240-KM.320, NH-2",,,ROAD TRANSPORT & HIGHWAYS,2002-06,2007-06,60,PROVISIONAL
PRJ_NAME_137930e38ab077bb,,"NALBARI-BIJNI, KM.1065-",,,ROAD TRANSPORT & HIGHWAYS,2006-06,2006-06,1,PROVISIONAL
PRJ_NAME_13c6e3afeed8babe,,NANGAL UREA,,,FERTILISERS,2001-06,2001-06,1,PROVISIONAL
PRJ_NAME_13d5945c6f1ab88b,,Conversion of 1500 V DC Traction System to 25 KV AC Traction,,,RAILWAYS,2001-04,2009-08,97,PROVISIONAL
PRJ_NAME_13f7645956ac5c63,,LOWER SUBANSIRI HYDRO ELECTRIC,,,POWER,2005-05,2005-05,1,PROVISIONAL
PRJ_NAME_151f0102951fa3de,,"Kolkata Telecom District, Phase-IV",,,SHIPPING & PORTS,2008-06,2009-08,13,PROVISIONAL
PRJ_NAME_15221856326eb076,,NIGAHI OC,,,COAL,2001-12,2001-12,1,PROVISIONAL
PRJ_NAME_15cd63e22af90526,,REBUILDING OF COKE OVEN BATTERY No.5,,,STEEL,2004-12,2009-02,49,PROVISIONAL
PRJ_NAME_16462ba9dbda0cb1,,"SUNAKHALA-GANJAM,",,,ROAD TRANSPORT & HIGHWAYS,2005-08,2006-06,2,PROVISIONAL
PRJ_NAME_16af3e8cc1c49ef9,,"BORKHEDI-JAM, KM.36.6-KM.64.0, NH-7",,,ROAD TRANSPORT & HIGHWAYS,2007-02,2008-04,2,PROVISIONAL
PRJ_NAME_172afe1550023df9,,KODERMA-GIRDHI,,,RAILWAYS,2004-09,2009-08,56,PROVISIONAL
PRJ_NAME_1752cf1703f02387,,SIRA-TUMKUR (GQ) KM.116.4-KM.75 (NH-4),,,ROAD TRANSPORT & HIGHWAYS,2002-06,2004-12,29,PROVISIONAL
PRJ_NAME_175762f8bd8dab8a,,CHITTORGARH- MANGALWAR (GQ) KM.220-KM-172 (NH-76),,,ROAD TRANSPORT & HIGHWAYS,2002-06,2003-12,19,PROVISIONAL
PRJ_NAME_1800f4f43a99c8fc,,"RADHANPUR-GAGODHAR-V, KM.138.8-KM.245.0, NH-15 (GUJARAT)",,,ROAD TRANSPORT & HIGHWAYS,2005-07,2008-04,33,PROVISIONAL
PRJ_NAME_18355a12f68700aa,,700 tpd Air Separation Unit-4 at Oxygen Plant-II,,,STEEL,2007-07,2009-08,24,PROVISIONAL
PRJ_NAME_183dd07b9aead3de,,SYSTEM STRENGTHENING IN EASTERN REGION (P.GRID),P.GRID,,POWER,2003-02,2007-01,47,PROVISIONAL
PRJ_NAME_189fb3bd8293c6c1,,Northern Region System strengthening Scheme-XI,,,POWER,2008-04,2009-08,15,PROVISIONAL
PRJ_NAME_18c8a69b2e103d45,,LUNI-BARMER-,,,RAILWAYS,2003-08,2003-12,3,PROVISIONAL
PRJ_NAME_18cb811ce7805071,,TEHRI TR. SYSTEM(P.GRID),P.GRID,,POWER,2001-04,2006-05,58,PROVISIONAL
PRJ_NAME_18d1f9e1f9ab1711,,GUNA-ETAWAH via,,,RAILWAYS,2002-03,2007-12,4,PROVISIONAL
PRJ_NAME_18fb0172f42621db,,IMPROVEMENT OF ACCESS OF GQ WITHIN CHENNAI,,,ROAD TRANSPORT & HIGHWAYS,2006-08,2006-08,1,PROVISIONAL
PRJ_NAME_19ccef4f679f147a,,REFINERY MODERNISATION(BPCL),BPCL,,PETROLEUM,2001-04,2005-07,50,PROVISIONAL
PRJ_NAME_19cef303eec834b8,,ANDHRA PRADESH CMTS (BSNL),,,SHIPPING & PORTS,2004-10,2005-02,5,PROVISIONAL
PRJ_NAME_1a2bda7026c96b5b,,KAHALGOAN STAGE-II (PHASE-II),,,POWER,2008-03,2008-03,1,PROVISIONAL
PRJ_NAME_1a4227e46a37a193,,KURLA-BHANDUP 5th & 6th LINE PHASE-I,,,RAILWAYS,2004-09,2009-08,56,PROVISIONAL
PRJ_NAME_1a738808aaf509c4,,Enhancement of Loading capacity at Bolani Iron Ore Mine,,,STEEL,2008-06,2009-08,13,PROVISIONAL
PRJ_NAME_1aa49a90e4a78690,,IOR GANDHAR(ONGCL),ONGCL,,PETROLEUM,2001-04,2005-06,50,PROVISIONAL
PRJ_NAME_1aad103af734938a,,UPGRADATION ERW PIPE PLANT,,,STEEL,2005-07,2005-09,3,PROVISIONAL
PRJ_NAME_1ad872cd37aeb222,,MUNEERABAD- MAHABOOBNAGAR,,,RAILWAYS,2001-04,2009-08,94,PROVISIONAL
PRJ_NAME_1b1d5796bed18726,,NANGAL UREA EXPANSION (NFL),,,FERTILISERS,2001-04,2001-08,4,PROVISIONAL
PRJ_NAME_1b787e0c448238d2,,PROPYLENE RECOVERY UNIT AT MUMBAI REFINARY,,,PETROLEUM,2007-04,2008-09,16,PROVISIONAL
PRJ_NAME_1badebb532992a55,,DLW GM 4000/3000 HP,,,RAILWAYS,2001-05,2002-11,2,PROVISIONAL
PRJ_NAME_1c2f05e70ddc2ba0,,Vishnugad-Pipalkoto Hydro electric Project,,,POWER,2008-10,2009-08,9,PROVISIONAL
PRJ_NAME_1c3ea68b71060199,,"BIJNI-ASSAM/WB BORDER, KM.30.0-KM.0.0, NH-31C (ASSAM)",,,ROAD TRANSPORT & HIGHWAYS,2005-07,2009-08,47,PROVISIONAL
PRJ_NAME_1d4a16d9e2fe077c,,SYSTEM STRENGTHENING-VII,,,POWER,2008-02,2008-02,1,PROVISIONAL
PRJ_NAME_1d6e960595541c80,,INTEGRATED DEVELOPMENT OF G1 & GS-15 FIELDS,,,PETROLEUM,2003-05,2009-08,72,PROVISIONAL
PRJ_NAME_1d75640bb5ed8b95,,JALLARAM SHAFT PROJECT UG,,,COAL,2007-09,2009-08,22,PROVISIONAL
PRJ_NAME_1dc2e436274d8736,,UPGR. OF TRANSFER,,,POWER,2006-09,2006-09,1,PROVISIONAL
PRJ_NAME_1e0fa8c18eaef34a,,GOUTHAMKHANI OC (SCCL),SCCL,,COAL,2001-04,2002-03,12,PROVISIONAL
PRJ_NAME_1e83bacc6135733d,,"CHITRADURGA-SIRA,",,,ROAD TRANSPORT & HIGHWAYS,2003-11,2003-11,1,PROVISIONAL
PRJ_NAME_1eacbf38d9998c0b,,CHENNAI-TRICHY- MADURAI PRODUCT,,,PETROLEUM,2004-11,2004-11,1,PROVISIONAL
PRJ_NAME_1ed2a789eb6cab62,,"MAILBANG-LUNDING, KM.83.40-KM.111.00, NH-54 (ASSAM)",,,ROAD TRANSPORT & HIGHWAYS,2006-03,2009-08,38,PROVISIONAL
PRJ_NAME_1efe3d56832a9785,,CMTS - PHASE - IV (BSNL) (GUJARAT),,,SHIPPING & PORTS,2005-01,2005-11,10,PROVISIONAL
PRJ_NAME_1eff8ca7a4b96f50,,"NAGPUR-KONDHALI, KM.9.2-KM.50, NH-6 (MAHARASHTRA)",,,ROAD TRANSPORT & HIGHWAYS,2006-07,2009-08,34,PROVISIONAL
PRJ_NAME_1f0c1bc2071b7315,,BIHARSHARIFF-,,,RAILWAYS,2005-01,2005-01,1,PROVISIONAL
PRJ_NAME_1f153ee15c526b8b,,SYSTEM STRENGTHENING SCHEME-VI OF SOUTHERN,,,POWER,2006-04,2006-04,1,PROVISIONAL
PRJ_NAME_1f1da7578393f231,,DHANKUNI-KOLAGHAT (GQ) KM.17.6-KM.72 (NH-6),,,ROAD TRANSPORT & HIGHWAYS,2002-06,2007-02,56,PROVISIONAL
PRJ_NAME_1f63eb1a99fd91af,,KHARAGPUR-,,,ROAD TRANSPORT & HIGHWAYS,2004-06,2006-05,2,PROVISIONAL
PRJ_NAME_1fe91dd7c69d415d,,"TRANSMISSION SYSTEM ASSOCIATED WITH PARBATI-III HEP, 543 CKM",,,POWER,2007-04,2009-08,25,PROVISIONAL
PRJ_NAME_1fea732e47651afc,,D/o kamaraj domestic Ter.Ph-II & Exp. Anna Int. Ter Bldg.,,,ATOMIC ENERGY,2009-05,2009-08,4,PROVISIONAL
PRJ_NAME_1ff5a3514a80a6d3,,KANCHIPURAM- POONAMALEE (GQ),,,ROAD TRANSPORT & HIGHWAYS,2003-04,2005-05,2,PROVISIONAL
PRJ_NAME_1ff67c3d94af7f35,,KAPTANGANJ-THAWE-,,,RAILWAYS,2005-07,2005-07,1,PROVISIONAL
PRJ_NAME_2037f860adb42775,,DIVANCHERU-GOWTHAMI (GQ) KM.200-KM.164.5 (NH- 5),,,ROAD TRANSPORT & HIGHWAYS,2002-06,2005-02,33,PROVISIONAL
PRJ_NAME_203a277ebea82ca4,,"GSM NETWORK EXPANSION, PH-IV, UP",,,SHIPPING & PORTS,2008-01,2008-01,1,PROVISIONAL
PRJ_NAME_206e87225e2b3dda,,JHARKHAND OC(CCL),CCL,,COAL,2001-04,2004-03,36,PROVISIONAL
PRJ_NAME_20aeb9a564c52805,,"Orissa Telecom Circle, Phase-IV",,,SHIPPING & PORTS,2008-06,2008-08,3,PROVISIONAL
PRJ_NAME_2101f892f8cb720d,,REPAIR OF BLAST,,,STEEL,2004-11,2004-11,1,PROVISIONAL
PRJ_NAME_217cc79c8f1f5cc7,,CHHINDWARA-NAGPUR,,,RAILWAYS,2005-07,2009-08,47,PROVISIONAL
PRJ_NAME_219f957bece70358,,RAMPUR HYDRO ELECTRIC PROJECT 412 MW,,,POWER,2007-04,2009-08,26,PROVISIONAL
PRJ_NAME_220a1fd7ac8db55b,,GSM BASED NETWORK EXPANSION PH.-IV TN,,,SHIPPING & PORTS,2006-08,2007-11,15,PROVISIONAL
PRJ_NAME_2243214254bdc3b6,,"SUNAKHALA-GANJAM, KM.338-KM.284, NH-5 (ORISSA)",,,ROAD TRANSPORT & HIGHWAYS,2002-06,2009-08,81,PROVISIONAL
PRJ_NAME_225efc9c4daa72de,,CMTS - PHASE - III (BSNL),,,SHIPPING & PORTS,2006-09,2006-09,1,PROVISIONAL
PRJ_NAME_2275db3ebed6c33b,,LALITPUR-SATNA-REWA- SINGRULI,,,RAILWAYS,2001-04,2009-08,96,PROVISIONAL
PRJ_NAME_22797b0b4cd96abb,,IOR SCHEME,,,PETROLEUM,2005-03,2005-06,3,PROVISIONAL
PRJ_NAME_2296f74f7833e4f6,,KATPADI-PAKALA- TIRUPATI(GC)ELECTRIFICAT.,,,RAILWAYS,2007-10,2007-10,1,PROVISIONAL
PRJ_NAME_233998c18ee92f51,,Construction of 13th & 14th cargo Berth at Kandla,,,SHIPPING & PORTS,2009-06,2009-08,3,PROVISIONAL
PRJ_NAME_23ad0fde48df6221,,"ASSAM/WEST BENGAL BORDER-GAIRKATTA,",,,ROAD TRANSPORT & HIGHWAYS,2007-02,2007-03,2,PROVISIONAL
PRJ_NAME_23f974d4ca0bc98d,,TIRUMALAI - VELLACHERI,,,RAILWAYS,2005-01,2005-09,2,PROVISIONAL
PRJ_NAME_240b22df0300832d,,DELHI METRO RAPID TRANSIT SYSTEM PH-I,,,URBAN DEVELOPMENT,2001-04,2006-10,62,PROVISIONAL
PRJ_NAME_247eeb870ebe6c87,,GANGA BRIDGE-,,,ROAD TRANSPORT & HIGHWAYS,2008-03,2008-03,1,PROVISIONAL
PRJ_NAME_247fa7651b1af368,,MUMBAI HIGH NORTH DEV(ONGCL),ONGCL,,PETROLEUM,2001-04,2006-06,62,PROVISIONAL
PRJ_NAME_248238528108024e,,MERAMUNDALI-JEYPORE 400 KV D/C LINE(P.GRID),P.GRID,,POWER,2001-04,2003-12,32,PROVISIONAL
PRJ_NAME_2582c80b2fef7f6e,,AJMER-PHULERA-RINGUS-,,,RAILWAYS,2007-03,2007-03,1,PROVISIONAL
PRJ_NAME_259a1efb0286fca2,,DULHASTI HYDROELECTRIC,,,POWER,2004-08,2004-08,1,PROVISIONAL
PRJ_NAME_25e5f49d5d9f2134,,Panskura- Kharagpur 3rd Line Doubling,,,RAILWAYS,2009-02,2009-08,6,PROVISIONAL
PRJ_NAME_26899525548f69d8,,THANE-TURBHE-NERUL-,,,RAILWAYS,2002-02,2002-02,1,PROVISIONAL
PRJ_NAME_27099fbe520779e7,,RAICHUR-GUNTAKAL,,,RAILWAYS,2005-10,2009-08,44,PROVISIONAL
PRJ_NAME_27269320283f7b1f,,MANDERHILL-DUMKA- RAMPURHAT,,,RAILWAYS,2001-04,2009-08,94,PROVISIONAL
PRJ_NAME_273da9263041f8bc,,CHAMPAWATI- VISHAKHAPATNAM (GQ),,,ROAD TRANSPORT & HIGHWAYS,2002-07,2002-07,1,PROVISIONAL
PRJ_NAME_2756ea54d369c556,,INMARSAT-P(VSNL),,,SHIPPING & PORTS,2001-04,2001-09,6,PROVISIONAL
PRJ_NAME_27a9160bb79a4561,,TAMBARAM- TINDIVANAM (OTHERS) KM.28-KM.121 (NH-45),,,ROAD TRANSPORT & HIGHWAYS,2002-06,2004-12,31,PROVISIONAL
PRJ_NAME_282bc08a36539a6a,,TEHRI TR.,,,POWER,2002-12,2005-01,3,PROVISIONAL
PRJ_NAME_2830efaac9bd3ae1,,"KOSI BRIDGE INCLUDING APPROCHES, KM.155- KM.165, NH-57",,,ROAD TRANSPORT & HIGHWAYS,2007-07,2009-08,23,PROVISIONAL
PRJ_NAME_2860b78bdf772681,,GUNTUR-GUNTAKAL- KOLLURU- DHARMAVARAM,,,RAILWAYS,2005-10,2009-08,44,PROVISIONAL
PRJ_NAME_28c3fe7065f7b5b5,,Acquisition of 4 Nos. of 115000 DWT Crude Oil carriers,,,SHIPPING & PORTS,2009-02,2009-08,6,PROVISIONAL
PRJ_NAME_296e3bffa2c0ec9e,,765 KV SYSTEM FOR CENTRAL PART OF NORTHERN GRID - PART-I,,,POWER,2009-04,2009-08,5,PROVISIONAL
PRJ_NAME_29e7d6d952afc28a,,"TAPOVAN-VISHNUGAD HYDRO ELECTRIC PROJECT, 4x130 MW",,,POWER,2007-02,2009-08,29,PROVISIONAL
PRJ_NAME_2a4e6f9884ad87a6,,"DARBHANGA- MUZAFFARPUR, KM.70- KM.30, NH-57, (BIHAR)",,,ROAD TRANSPORT & HIGHWAYS,2006-05,2009-08,36,PROVISIONAL
PRJ_NAME_2a9dd964be0e4080,,ZA WELL PLATFORM(ONGCL),ONGCL,,PETROLEUM,2001-04,2002-01,10,PROVISIONAL
PRJ_NAME_2ad121673db7ec06,,KHARAGPUR- LAXMANNATH (GQ) KM.53.41-KM.119.275 (NH- 60),,,ROAD TRANSPORT & HIGHWAYS,2002-06,2006-04,45,PROVISIONAL
PRJ_NAME_2b050b0645ae96c8,,VIJAYAPUR-,,,ROAD TRANSPORT & HIGHWAYS,2008-01,2008-01,1,PROVISIONAL
PRJ_NAME_2b78db6603dcb498,,"LUNI-BARMER- MUNABAO(GC),(NWR)",NWR,,RAILWAYS,2001-04,2004-06,36,PROVISIONAL
PRJ_NAME_2ba1ea8a4ceab2c8,,NORHEN REGION SYSTEM,,,POWER,2005-03,2005-03,1,PROVISIONAL
PRJ_NAME_2bb089dc49848a22,,KESARIAJI RATANPUR,,,ROAD TRANSPORT & HIGHWAYS,2003-03,2004-05,2,PROVISIONAL
PRJ_NAME_2bb0b52cba7628df,,"NANDHI HILLS- DEVANHALLI, KM.556- KM.539, NH-7 (KARNATAKA)",,,ROAD TRANSPORT & HIGHWAYS,2002-06,2008-07,71,PROVISIONAL
PRJ_NAME_2bb531635f52ac20,,KAVALI-NELLORE (GQ),,,ROAD TRANSPORT & HIGHWAYS,2005-02,2005-02,1,PROVISIONAL
PRJ_NAME_2bd4d0c5a8f91bbc,,"SHIVPURI BYPASS & UPTO MP/RJ BORDER, KM.53, NH-25 & 76, MP",,,ROAD TRANSPORT & HIGHWAYS,2005-11,2008-09,34,PROVISIONAL
PRJ_NAME_2bded97125d928ff,,AMLOHRI EXPANSION PROJECT 4 TO 10 (6 MTY),,,COAL,2006-06,2009-08,37,PROVISIONAL
PRJ_NAME_2c07097ddb2babad,,NEELAMANGALA,,,ROAD TRANSPORT & HIGHWAYS,2008-06,2008-07,2,PROVISIONAL
PRJ_NAME_2c52064200e5b7aa,,PORT FACILITIES FOR MRPL REF.EXPN.(NMPT),NMPT,,SHIPPING & PORTS,2001-04,2003-03,23,PROVISIONAL
PRJ_NAME_2c53fb2848744274,,"BRIDGES BALASORE- CHANDIKHOLE, KM.61- KM.199, NH-5 (ORISSA)",,,ROAD TRANSPORT & HIGHWAYS,2002-06,2008-03,65,PROVISIONAL
PRJ_NAME_2c8d84a382359578,,TRANSMISSION SYSTEM - TEESTA-V HEP(3*170) (P.GRID),P.GRID,,POWER,2004-02,2008-04,49,PROVISIONAL
PRJ_NAME_2cda175db0073dca,,RESIDUE UP GRADATION AT GUJARAT REFINERY(IOC),IOC,,PETROLEUM,2001-04,2002-04,12,PROVISIONAL
PRJ_NAME_2d06eb98ac53aa9a,,VINDHYACHAL STPP ST.- III (NTPC),NTPC,,POWER,2003-03,2007-03,48,PROVISIONAL
PRJ_NAME_2d3c914154fe9ceb,,500K Broadband Access N/W Ph-I +PH-II,,,SHIPPING & PORTS,2008-12,2009-04,2,PROVISIONAL
PRJ_NAME_2d73d22262567f5f,,TEHRI DAM &,,,POWER,2003-09,2005-03,3,PROVISIONAL
PRJ_NAME_2dde1bd9bc9c9b8b,,NAINI BRIDGE & LINK RD.BETWEEN NH2 & NH-27,,,ROAD TRANSPORT & HIGHWAYS,2001-05,2004-06,38,PROVISIONAL
PRJ_NAME_2e2e1d07019ee12b,,"PROJECT 2.2 OF NIB-II, IMPLEMENTATION AND EXECUTION OF",,,SHIPPING & PORTS,2006-08,2008-07,23,PROVISIONAL
PRJ_NAME_2e6914f23cf6d06e,,"NAGAON-DHARAMTUL KM.255-KM.230, NH-37 (ASSAM)",,,ROAD TRANSPORT & HIGHWAYS,2006-06,2009-08,36,PROVISIONAL
PRJ_NAME_2f205aea683db9cd,,TESSTA LOW DAM,,,POWER,2008-11,2008-11,1,PROVISIONAL
PRJ_NAME_2f34f35d5f6e18de,,LOAD DESPATCH SCHEME (LDC) FORNORTHERN REGION,,,POWER,2001-04,2002-06,15,PROVISIONAL
PRJ_NAME_2fb8d63d94a43eca,,"NEW MANGLORE PORT, KM.37, NH-17 & 48 (KARNATAKA)",,,ROAD TRANSPORT & HIGHWAYS,2006-06,2009-08,36,PROVISIONAL
PRJ_NAME_2fd8e3aeea321592,,UDHAMPUR-SRINAGAR- BARAMULLA,,,RAILWAYS,2001-04,2009-08,96,PROVISIONAL
PRJ_NAME_3026e066ea75e57c,,"AGRA-SHIKOHABAD, KM.200-KM.250.50, NH-2 (U.P.)",,,ROAD TRANSPORT & HIGHWAYS,2002-06,2009-08,80,PROVISIONAL
PRJ_NAME_30780904c0601eb4,,"KUNJWANI-VIJAYPUR, KM.80-KM.97, NH-1A (JAMMU & KASHMIR)",,,ROAD TRANSPORT & HIGHWAYS,2002-06,2009-08,81,PROVISIONAL
PRJ_NAME_3122725c42b4bfa2,,TUMKUR-NEELMANGALA (GQ) KM.62-KM.29.5 (NH-4),,,ROAD TRANSPORT & HIGHWAYS,2002-06,2003-11,18,PROVISIONAL
PRJ_NAME_314c91097e4d3825,,DEVELOPMENT OF B-,,,PETROLEUM,2008-04,2008-04,1,PROVISIONAL
PRJ_NAME_31f55c4357305603,,KAMENG HYDRO ELECTRIC PROJECT 4x150 MW,,,POWER,2005-03,2009-08,51,PROVISIONAL
PRJ_NAME_323f120b5077f294,,HARMATI-ITANAGAR / NAHARLAGUN (NL) (NEFR),NEFR,,RAILWAYS,2005-06,2005-06,1,PROVISIONAL
PRJ_NAME_32749c7fa900410a,,"GSM EXPANSION, PH-IV (B) (MAHARASHTRA)",,,SHIPPING & PORTS,2005-11,2009-08,43,PROVISIONAL
PRJ_NAME_32803b282f0fd77b,,MAHARASHTRA BORDER- BELGAUM (GQ) KM.592- KM.575 (NH-4),,,ROAD TRANSPORT & HIGHWAYS,2002-06,2004-09,28,PROVISIONAL
PRJ_NAME_3320425e5f0ce323,,Rebuilding of Coke Oven Battery No.6,,,STEEL,2008-10,2009-08,9,PROVISIONAL
PRJ_NAME_3369f7d5b43fa7d2,,DEOGHAR-DUMKA NEW BROAD GAUGE LINE,,,RAILWAYS,2003-07,2009-08,68,PROVISIONAL
PRJ_NAME_33895d35ac5569d9,,Sultanpur-Neemrana Pipeline Project,,,PETROLEUM,2008-11,2009-08,8,PROVISIONAL
PRJ_NAME_33932b27b469d4c1,,"BHUBANESWAR-KHURDA, KM.388-KM.418, NH-5 (ORISSA)",,,ROAD TRANSPORT & HIGHWAYS,2002-06,2009-08,82,PROVISIONAL
PRJ_NAME_3398d8756ba4145a,,DHARMAVARAM- RAJAMUNDRY (GQ) KM.253-KM.200 (NH-5),,,ROAD TRANSPORT & HIGHWAYS,2002-06,2005-02,33,PROVISIONAL
PRJ_NAME_33b7618b69831cce,,DIPU (DHANSIRI) TO,,,RAILWAYS,2003-10,2003-10,1,PROVISIONAL
PRJ_NAME_33fb60b87eb8ff9e,,"FARUKHANAGAR- KOTTAKATA, KM.34.14- KM.80.08, NH-7 (A.P.)",,,ROAD TRANSPORT & HIGHWAYS,2006-06,2008-12,29,PROVISIONAL
PRJ_NAME_344e4ecf0893815d,,EXPANSION OF 400000,,,SHIPPING & PORTS,2005-06,2006-01,2,PROVISIONAL
PRJ_NAME_3460f446ce2781c4,,"NALBARI-BIJNI, KM.1065-KM.1040.3, NH- 31 (ASSAM)",,,ROAD TRANSPORT & HIGHWAYS,2006-07,2009-08,35,PROVISIONAL
PRJ_NAME_3477c98c2612f51e,,"GSM NETWORK EXPANSION, PH-IV (ORISSA)",,,SHIPPING & PORTS,2005-09,2009-04,41,PROVISIONAL
PRJ_NAME_34accae6c89c5697,,TALCHER-II TRANSMISSION SYSTEM(P.GRID),P.GRID,,POWER,2001-05,2003-03,22,PROVISIONAL
PRJ_NAME_3517e9267f43f410,,CMTS - PHASE - III (BSNL) (KARNATAKA),,,SHIPPING & PORTS,2005-01,2005-02,2,PROVISIONAL
PRJ_NAME_352d2f3b1041891d,,"JHARKHAND CMTS, PHASE-IV",,,SHIPPING & PORTS,2005-03,2008-04,36,PROVISIONAL
PRJ_NAME_355d1c23a7909d7e,,"FARUKHANAGAR- KOTTAKATA, KM.34.14-",,,ROAD TRANSPORT & HIGHWAYS,2007-03,2007-03,1,PROVISIONAL
PRJ_NAME_35739183f3efd859,,IMP. OF NH-2 IN WEST BENGAL FROM RANIGANJ TO PANAGARH(NHAI),,,ROAD TRANSPORT & HIGHWAYS,2001-04,2001-09,6,PROVISIONAL
PRJ_NAME_358e926653f0faec,,RIHAND STPP ST - II(NTPC),NTPC,,POWER,2001-09,2005-08,47,PROVISIONAL
PRJ_NAME_3648968815e7939b,,BELAPUR-PANVEL COMMUTERS(MTP),MTP,,RAILWAYS,2001-04,2003-01,22,PROVISIONAL
PRJ_NAME_364d44a452f735cb,,EXPN. OF CAPACITY OF SMELTER & CPP (NALCO),NALCO,,MINES,2001-04,2004-08,41,PROVISIONAL
PRJ_NAME_366add95ec4bb072,,NASIRABAD-GULABPURA (GQ) KM.15 - KM.70 (NH-79),,,ROAD TRANSPORT & HIGHWAYS,2002-06,2003-12,19,PROVISIONAL
PRJ_NAME_36a526c1eeac13dc,,"GSM Equipment of 3125K Lines (2G) & 625 Lines(3G), Phase-V.1",,,SHIPPING & PORTS,2008-10,2009-08,9,PROVISIONAL
PRJ_NAME_36c1c1020cd78ff3,,DEOGHAR-SULTANGUNJ,,,RAILWAYS,2004-02,2009-08,63,PROVISIONAL
PRJ_NAME_370ee0f09c95e045,,LD&C SCHEME IN,,,POWER,2001-05,2003-04,2,PROVISIONAL
PRJ_NAME_372076b978ee5a71,,JOGIGHOPA- GUWAHATI(NFR),,,RAILWAYS,2001-04,2001-08,5,PROVISIONAL
PRJ_NAME_374fa87d2cfa5125,,SWAROOPGANJ-,,,ROAD TRANSPORT & HIGHWAYS,2008-11,2008-11,1,PROVISIONAL
PRJ_NAME_378272355922c6f4,,ELECTRIFICATION OF KHURJA-MEERUT- SAHARANPUR & G'BAD-MEERUT,,,RAILWAYS,2009-07,2009-08,2,PROVISIONAL
PRJ_NAME_37915e97fed1817e,,MINE-1A(NLC),NLC,,COAL,2001-04,2003-02,23,PROVISIONAL
PRJ_NAME_381995a4de60948a,,BRIDGES SECTION (GQ) KM.162-KM.200 (NH-5),,,ROAD TRANSPORT & HIGHWAYS,2002-06,2005-02,33,PROVISIONAL
PRJ_NAME_382fe282c2919f7f,,LUMDING-SILCHAR- MIGRENDISA- DITOKCHERRA,,,RAILWAYS,2001-05,2009-08,95,PROVISIONAL
PRJ_NAME_383758ca2b9df234,,EASTERN REGION STRENGTHENING SCHEME-I (1142 CKM),,,POWER,2006-08,2009-08,33,PROVISIONAL
PRJ_NAME_383d43e81826ccc6,,"GANDHIDHAM- PALANPUR(GC),WR (RVNL)",RVNL,,RAILWAYS,2001-04,2007-05,73,PROVISIONAL
PRJ_NAME_386e614099356901,,GSM PROJECT MOTOROLA (MTNL) (DELHI),,,SHIPPING & PORTS,2005-01,2005-02,2,PROVISIONAL
PRJ_NAME_38f3fdbcd5c58828,,Installation of Turbo Blower - 8 in Turbo Blower Station,,,STEEL,2007-11,2009-08,20,PROVISIONAL
PRJ_NAME_398b8d52817c32e6,,UPGRADATION AND MODERNIZATION OF IRON ORE HANDLING FACLITY,,,SHIPPING & PORTS,2007-10,2008-01,4,PROVISIONAL
PRJ_NAME_39ac99e72e901243,,PAGLADIYA DAM PROJECT,,,URBAN DEVELOPMENT,2004-03,2009-08,62,PROVISIONAL
PRJ_NAME_39c5067c7003a1aa,,TR. SYSTEM,,,POWER,2005-01,2005-01,1,PROVISIONAL
PRJ_NAME_39e29ca358534e17,,LOHARINAG PALA HYDRO,,,POWER,2007-04,2007-07,3,PROVISIONAL
PRJ_NAME_3a12b38fb0a03e54,,NH5: 4 LANING OF JAGATPUR-CHANDIKHOL- ORISSA-(KM 27.8-61)(GQ),,,ROAD TRANSPORT & HIGHWAYS,2001-04,2002-12,21,PROVISIONAL
PRJ_NAME_3a1db8515fcdf4a5,,"Simhadri STPP Stage-II, 2*500 MW",,,POWER,2007-12,2009-08,19,PROVISIONAL
PRJ_NAME_3a6c662c3dd35740,,Additional Gas Processing Unit at Uran,,,PETROLEUM,2009-06,2009-08,3,PROVISIONAL
PRJ_NAME_3a7889ee7fe30c05,,PIG IRON PLANT (NMDC),NMDC,,STEEL,2002-11,2004-04,18,PROVISIONAL
PRJ_NAME_3acc76e95bbf7d0e,,TECHNOLOGY,,,STEEL,2006-12,2006-12,1,PROVISIONAL
PRJ_NAME_3ada6a99fbff2d71,,KHURDA ROAD- BOLANGIR,,,RAILWAYS,2004-06,2009-08,59,PROVISIONAL
PRJ_NAME_3af5b79e931ff7d4,,EXPANSION OF EXISTING 2G&3G GSM N/W BY 750 KPE NO 9920/05-06,,,SHIPPING & PORTS,2009-07,2009-08,2,PROVISIONAL
PRJ_NAME_3ba42102e7a1cb94,,"SILIGURI-ISLAMPUR, KM.526-KM.500, NH- 31(WEST BENGAL)",,,ROAD TRANSPORT & HIGHWAYS,2006-06,2009-08,36,PROVISIONAL
PRJ_NAME_3bdac8279c29bba1,,HARIDASPUR-PARADEEP,,,RAILWAYS,2004-06,2009-08,59,PROVISIONAL
